
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		1,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		1,		-1	// Sellvalue -1 means it can not be selled
TTC_SCARHMag, M, 200, 100
TTC_50Beo_mag, M, 200, 100
TTC_DMR_556Stanag_30rnd, M, 200, 100
TTC_DMR_556Stanag_30rnd_camo, M, 200, 100
TTC_DMR_556Stanag_30rnd_Digitan, M, 200, 100
TTC_DMR_556Stanag_30rnd_Tan, M, 200, 100
TTC_DMR_556Stanag_30rnd_UPC, M, 200, 100
TTC_DMR_556Stanag_100rnd, M, 500, 100
TTC_DMR_556Stanag_100rnd_camo, M, 500, 100
TTC_DMR_556Stanag_100rnd_Digitan, M, 500, 100
TTC_DMR_556Stanag_100rnd_Tan, M, 500, 100
TTC_DMR_556Stanag_100rnd_UPC, M, 500, 100
TTC_DMR_556Pmag_30rnd, M, 200, 100
TTC_DMR_556Pmag_30rnd_camo, M, 200, 100
TTC_DMR_556Pmag_30rnd_Digitan, M, 200, 100
TTC_DMR_556Pmag_30rnd_Tan, M, 200, 100
TTC_DMR_556Pmag_30rnd_UPC, M, 200, 100
TTC_DMR_556Pmag_40rnd, M, 200, 100
TTC_DMR_556Pmag_40rnd_camo, M, 200, 100
TTC_DMR_556Pmag_40rnd_Digitan, M, 200, 100
TTC_DMR_556Pmag_40rnd_Tan, M, 200, 100
TTC_DMR_556Pmag_40rnd_UPC, M, 200, 100
TTC_DMR_556Pmag_100rnd, M, 200, 100
TTC_DMR_556Pmag_100rnd_camo, M, 200, 100
TTC_DMR_556Pmag_100rnd_Digitan, M, 200, 100
TTC_DMR_556Pmag_100rnd_Tan, M, 200, 100
TTC_DMR_556Pmag_100rnd_UPC, M, 200, 100
TTC_DMR_762Stanag_20rnd, M, 200, 100
TTC_DMR_762Stanag_20rnd_camo, M, 200, 100
TTC_DMR_762Stanag_20rnd_Digitan, M, 200, 100
TTC_DMR_762Stanag_20rnd_Tan, M, 200, 100
TTC_DMR_762Stanag_20rnd_UPC, M, 200, 100
TTC_DMR_762Stanag_10rnd, M, 200, 100
TTC_DMR_762Stanag_10rnd_camo, M, 200, 100
TTC_DMR_762Stanag_10rnd_Digitan, M, 200, 100
TTC_DMR_762Stanag_10rnd_Tan, M, 200, 100
TTC_DMR_762Stanag_10rnd_UPC, M, 200, 100
TTC_M82_5rnd_Mag, M, 600, 100
TTC_M14_Mag_20rnd, M, 200, 100
TTC_338mag_5rnd, M, 200, 100
TTC_XM2010_10rnd, M, 200, 100
TTC_AK12_Drum_90rnd, M, 800, 400
TTC_G3_Magazine_20rnd, M, 200, 100
TTC_HK417_Magazine_20rnd, M, 200, 100
Mag_Kimber1911_10Rnd, M, 200, 100
TTC_Mag_M9_15Rnd, M, 200, 100
TTC_AKMod_762x54_30rnd, M, 200, 100
TTC_AKMod_762x54_65rnd, M, 400, 100
TTC_FAL_Magazine, M, 400, 100
TTC_Coupled_FAL_Magazine, M, 900, 100
TTC_AG3_Coupled_Magazine_40rnd, M, 900, 100
TTC_Raptr_Drum_45rnd, M, 900, 100
TTC_AVS36_Mag_10rnd, M, 900, 100
TTC_Deagle_Magazine_7rnd, M, 900, 100
TTC_Mag_Glock_17Rnd, M, 900, 100
TTC_Mag_M9_Custom_20Rnd, M, 900, 100
TTC_MPX_Mag_60rnd, M, 900, 100
TTC_MPX_Mag_30rnd, M, 900, 100
TTC_PP91_Mag_20rnd, M, 900, 100
TTC_UZI_Mag_30rnd, M, 900, 100
TTC_300Cmag_60rnd, M, 900, 100
TTC_MP7A1_Mag_40rnd, M, 900, 100
TTC_Mag_SVT40_10rnd, M, 900, 100
TTC_STG44_Magazine_30rnd, M, 900, 100
TTC_GEVAR43_Magazine_10rnd, M, 1000, 200
TTC_TAVOR_Magazine_30rnd, M, 700, 100
TTC_TAVOR_Magazine_60rnd, M, 900, 100
TTC_MCX_Spear_Magazine_20rnd, M, 900, 100
TTC_P320_17Rnd, M, 200, 100

<Category> Mortys Supressors
TTC_Universal_Suppressor_BLACK, *, 500, 200
TTC_Universal_Suppressor_CAMO, *, 500, 200
TTC_Honey_Suppressor, *, 500, 200
TTC_Universal_Suppressor_Tan, *, 500, 200
TTC_Universal_Suppressor_Snow, *, 500, 200
TTC_DMR_Suppressor, *, 500, 200
TTC_DMR_AFG, *, 500, 200
TTC_DMR_AFG_Green, *, 500, 200
TTC_DMR_AFG_Tan, *, 500, 200
TTC_DMR_VFG, *, 500, 200
TTC_DMR_VFG_Green, *, 500, 200
TTC_DMR_VFG_Tan, *, 500, 200
TTC_DMR_Bipod, *, 500, 200
TTC_M14Suppressor, *, 500, 200
TTC_AKMOD_AFG, *, 500, 200
TTC_AKMod_Suppressor, *, 500, 200
TTC_PistolSuppressor, *, 500, 200
TTC_MCX_Spear_Suppressor, *, 500, 200
TTC_Universal_Suppressor_TAVOR, *, 500, 200
TTC_Universal_Suppressor_TAVOR_Tan, *, 500, 200
TTC_MCX_Spear_Suppressor_Black, *, 500, 200

<Category> Mortys Attachments
TTC_DMR_Hndguard, *, 250, 125
TTC_DMR_HndguardOD, *, 250, 125
TTC_DMR_HndguardDesert, *, 250, 125
TTC_AKMod_Hndguard, *, 250, 125
TTC_AKMod_Gold_Hndguard, *, 250, 125
TTC_AKMod_Snow_Hndguard, *, 250, 125
TTC_AKMod_Multi_Hndguard, *, 250, 125
TTC_AKMod_Digi_Hndguard, *, 250, 125
TTC_AKMod_Tan_Hndguard, *, 250, 125
TTC_FAL_RIS_Hndgrd, *, 250, 125
TTC_FAL_Wood_Hndgrd, *, 250, 125
TTC_FAL_Poly_Hndgrd, *, 250, 125
TTC_Pistol_Light, *, 250, 125
TTC_SVT40_Bayonet, *, 250, 125
TTC_DMR_HndguardSnow, *, 250, 125

<Category> Mortys Optics
TTC_G3_Optic, *, 5000, 2000
TTC_BugBuster, *, 5000, 2000
TTC_Holo, *, 5000, 2000
TTC_HAMR, *, 5000, 2000
TTC_Razor, *, 5000, 2000
TTC_G28_Optic, *, 5000, 2000
TTC_Aimpoint2000, *, 5000, 2000
TTC_VortexSE_Optic, *, 5000, 2000
TTC_VortexRHDAMG_Optic, *, 7000, 2000
TTC_Elcan, *, 5000, 2000
TTC_Pistol_Optic, *, 5000, 2000
TTC_EotechVudu_Optic, *, 5000, 2000
TTC_EotechVudu_Tan_Optic, *, 5000, 2000
TTC_EotechVudu_White_Optic, *, 5000, 2000
TTC_EotechVudu_AK_Optic, *, 5000, 2000
TTC_EotechVudu_Tan_AK_Optic, *, 5000, 2000
TTC_EotechVudu_White_AK_Optic, *, 5000, 2000
TTC_HAMR_AK, *, 5000, 2000
TTC_Elcan_AK, *, 5000, 2000

	<Category> Melee	
		BrassKnuckles_Shiny,	W,		15,		6
		StunBaton,				W,		15,		9
		Pipe,					W,		25,		10
		CattleProd,				W,		25,		15
		BaseballBat,			W,		35,		17
		NailedBaseballBat,		W,		45,		20
		Mace,					W,		45,		20
		Sword,					W,		45,		20
		
	<Category> Sidearms
		Flaregun,               W,		80,		40
		MakarovIJ70,			W,		100,	50
		P1,						W,		100,	50
		Ruger1022,				W,		100,	50
		CZ75,					W,		135,	70
		FNX45,					W,		175,	90
		Glock19,				W,		300,	130
		MKII,					W,		320,	160
		Colt1911,				W,		340,	180
		Engraved1911,			W,		340,	180
		Derringer_Black,		W,		340,	180
		Derringer_Grey,			W,		340,	180
		Derringer_Pink,			W,		340,	180
		Deagle,					W,		340,	180
		Deagle_Gold,			W,		500,	260
		Magnum,					W,		500,	260
		Longhorn,				W,		500,	260
		
	<Category> Rifles
		Izh18,					W,		350,	175
		Mosin9130,				W,		400,	200
		CZ527,					W,		500,	250
		Winchester70,			W,		500,	250
		Repeater,				W,		500,	250
		SKS,					W,		600,	300
		SSG82,					W,		600,	300
		Scout,					W,		1500,	750
		Scout_Chernarus,		W,		1500,	750
		Scout_Livonia,			W,		1500,	750
		CZ550,					W,		1500,	750
		M14,					W,		1600,	750
		
	<Category> Shotguns
		Izh18Shotgun,			W,		500,	250
		Mp133Shotgun,			W,		500,	250
		Izh43Shotgun,			W,		900,	400
		Saiga,					W,		1500,	600
		
	<Category> Submachine Guns
		CZ61,					W,		700,	300
		UMP45,					W,		800,	350
		MP5K,					W,		1000,	450	
		PP19,					W,		1000,	450	
		AKS74U,					W,		1100,	600
		
	<Category> Assault Rifles
		FAL,					W,		1000,	450
		AKM,					W,		1500,	750
		AK101,					W,		1500,	750
		AK74,					W,		1600,	750
		M4A1,					W,		1500,	750
		Aug,					W,		1500,	750
		AugShort,				W,		1500,	750
		M16A2,					W,		1000,	450
		FAMAS,					W,		1000,	450
		Vikhr,					W,		1600,	960
		
	//<Category> Light Machine Guns
		
	<Category> Sniper Rifles
		VSS,					W,		1600,	960
		ASVAL,					W,		1600,	960
		B95,					W,		1700,	1100
		SVD,					W,		2000,	1200
		
	<Category> Crossbows
		Crossbow_Autumn,		W,		1500,	750
		Crossbow_Black,			W,		1500,	750
		Crossbow_Summer,		W,		1500,	750
		Crossbow_Wood,			W,		1500,	750
		Ammo_HuntingBolt,		5,		32,		20
		Ammo_CupidsBolt,		5,		100,	5

	<Category> Launchers and Ammo
		M79,					W,		2000,	1200
		Ammo_40mm_Chemgas,		1,		300,	100
		Ammo_40mm_Explosive,	1,		300,	100
		Ammo_40mm_Smoke_Black,	1,		300,	100
		Ammo_40mm_Smoke_Green,	1,		300,	100
		Ammo_40mm_Smoke_Red,	1,		300,	100
		Ammo_40mm_Smoke_White,	1,		300,	100
		FireworksLauncher,		1,		1000,	600
		Anniversary_FireworksLauncher,		1,		1000,	600
		
	<Category> Explosives and Detonators
		Plastic_Explosive,		1,		1000,	600
		ClaymoreMine,			1,		1000,	600
		RemoteDetonator,		1,		1000,	600
		
	<Category> Grenades
		RGD5Grenade,			1,		300,	100
		M67Grenade,				1,		300,	100
		M18SmokeGrenade_Red,	1,		300,	100
		M18SmokeGrenade_Green,	1,		300,	100
		M18SmokeGrenade_Yellow,	1,		300,	100
		M18SmokeGrenade_Purple,	1,		300,	100
		M18SmokeGrenade_White,	1,		300,	100
		RDG2SmokeGrenade_Black,	1,		300,	100
		RDG2SmokeGrenade_White,	1,		300,	100
		FlashGrenade,			1,		300,	100
		Grenade_ChemGas,		1,		1000,	600
		
		
<Trader> Weapon Supplies

<Category> Advanced Scopes
	AD_B13Mount,           *,      900,    350
	AD_MosinMount,           *,      900,    350
	AD_ACOG,           *,      900,    350
	AD_ACOG_MosinMount,           *,      900,    350
	AD_ACOG_B13,           *,      900,    350
	AD_ACOG_RMR,           *,      900,    350
	AD_ACOG_RMR_MosinMount,           *,      900,    350
	AD_ACOG_RMR_B13,           *,      900,    350
	AD_DHF5,           *,      900,    350
	AD_DHF5_MosinMount,           *,      900,    350
	AD_DHF5_B13,           *,      900,    350
	AD_MRS,           *,      900,    350
	AD_MRS_MosinMount,           *,      900,    350
	AD_MRS_B13,           *,      900,    350
	AD_NFATACR,           *,      900,    350
	AD_NFATACR_MosinMount,           *,      900,    350
	AD_NFATACR_B13,           *,      900,    350
	AD_NFATACR_1_8,           *,      900,    350
	AD_NFATACR_1_8_MosinMount,           *,      900,    350
	AD_NFATACR_1_8_B13,           *,      900,    350
	AD_OKP7,           *,      900,    350
	AD_OKP7_MosinMount,           *,      900,    350
	AD_OKP7_B13,           *,      900,    350
	AD_Pilad,           *,      900,    350
	AD_Pilad_MosinMount,           *,      900,    350
	AD_Pilad_B13,           *,      900,    350
	AD_PVS4,           *,      900,    350
	AD_PVS4_MosinMount,           *,      900,    350
	AD_PVS4_B13,           *,      900,    350
	AD_RMR,           *,      900,    350
	AD_RMR_LM,           *,      900,    350
	AD_RMR_LM_MosinMount,           *,      900,    350
	AD_RMR_LM_B13,           *,      900,    350
	AD_RMR_TM,           *,      900,    350
	AD_RMR_TM_MosinMount,           *,      900,    350
	AD_RMR_TM_B13,           *,      900,    350
	AD_SpecterDR,           *,      900,    350
	AD_SpecterDR_MosinMount,           *,      900,    350
	AD_SpecterDR_B13,           *,      900,    350
	AD_XPS34_HHS,           *,      900,    350
	AD_XPS34_HHS_MosinMount,           *,      900,    350
	AD_XPS34_HHS_B13,           *,      900,    350
	AD_XPS34,           *,      900,    350
	AD_XPS34_MosinMount,           *,      900,    350
	AD_XPS34_B13,           *,      900,    350
	AD_LeupoldMk4,           *,      900,    350
	AD_LeupoldMk4_MosinMount,           *,      900,    350
	AD_LeupoldMk4_B13,           *,      900,    350
	
	<Category> Ammunition
		Ammo_380,				1,		1,		-1
		Ammo_9x19,				1,		1,		-1
		Ammo_22,				1,		1,		-1
		Ammo_45ACP,				1,		1,		-1
		Ammo_12gaPellets,		1,		3,		1
		Ammo_12gaRubberSlug,	1,		3,		1
		Ammo_12gaSlug,			1,		4,		2
		Ammo_9x39,				1,		4,		2
		Ammo_9x39AP,			1,		5,		3
		Ammo_308Win,			1,		5,		3
		Ammo_545x39,			1,		5,		3
		Ammo_556x45,			1,		5,		3
		Ammo_762x39,			1,		5,		3
		Ammo_762x54,			1,		10,		6		
		Ammo_556x45Tracer,		1,		10,		5
		Ammo_545x39Tracer,		1,		10,		5
		Ammo_357,				1,		10,		5
		Ammo_308WinTracer,		1,		10,		5
		Ammo_762x39Tracer,		1,		10,		5
		Ammo_Flare,				1,		15,		7
	    Ammo_FlareBlue,			1,		15,		7
	    Ammo_FlareGreen,		1,		15,		7
	    Ammo_FlareRed,			1,		15,		7
		Ammo_762x54Tracer,		1,		20,		12		
		// When changing Prices here keep in Mind that Players
		// can just unpack the Ammoboxes and sell the Ammo seperatly!
		// Originally the Ammoboxes buying Price is 20% less than
		// buying single Ammo. The Selling Price is the same as
		// selling the Ammo seperately.
		AmmoBox_380_35rnd,		*,		28,		-1
		AmmoBox_9x19_25rnd,		*,		20,		-1
		AmmoBox_45ACP_25rnd,	*,		20,		-1
		AmmoBox_22_50Rnd,		*,		60,		20
		AmmoBox_00buck_10rnd,	*,		24,		10
		AmmoBox_12gaRubberSlug_10Rnd,	*,		24,		10
		AmmoBox_12gaSlug_10Rnd,	*,		32,		20
		AmmoBox_9x39_20Rnd,		*,		32,		20
		AmmoBox_9x39AP_20Rnd,	*,		80,		60
		AmmoBox_308Win_20Rnd,	*,		80,		60
		AmmoBox_545x39_20Rnd,	*,		80,		60
		AmmoBox_556x45_20Rnd,	*,		80,		60
		AmmoBox_762x39_20Rnd,	*,		80,		60
		AmmoBox_762x54_20Rnd,	*,		200,	120		
		AmmoBox_357_20Rnd,		*,		160,	80
		AmmoBox_308WinTracer_20Rnd,		*,		160,	80
		AmmoBox_545x39Tracer_20Rnd,		*,		160, 	80
		AmmoBox_556x45Tracer_20Rnd,		*,		160,	80
		AmmoBox_762x39Tracer_20Rnd,		*,		160,	80
		AmmoBox_762x54Tracer_20Rnd,		*,		400,	200
		Ammo_HuntingBolt,				5,		32,		20
		
	<Category> Magazines
		Mag_IJ70_8Rnd,			M,		30,		15
		Mag_P1_8Rnd,			M,		30,		15
		Mag_Ruger1022_15Rnd,	M,		30,		15
		Mag_Ruger1022_30Rnd,	M,		40,		20
		Mag_CZ75_15Rnd,			M,		40,		20
		Mag_Glock_15Rnd,		M,		40,		20
		Mag_MKII_10Rnd,			M,		40,		20
		Mag_1911_7Rnd,			M,		40,		20
		Mag_Deagle_9rnd,		M,		40,		20
		Mag_FNX45_15Rnd,		M,		40,		20
		Mag_CZ527_5rnd,			M,		60,		30
		Mag_CZ61_20Rnd,			M,		100,	50
		Mag_UMP_25Rnd,			M,		150,	75
		Mag_MP5_30Rnd,			M,		200,	100
		Mag_PP19_64Rnd,			M,		200,	100
		Mag_FAL_20Rnd,			M,		100,	50
		Mag_FAMAS_25Rnd,		M,		220,	110
		Mag_Aug_30Rnd,			M,		220,	110
		Mag_Saiga_5Rnd,			M,		100,	50
		Mag_Saiga_8Rnd,			M,		220,	60
		Mag_Saiga_Drum20Rnd,	M,		480,	110
		Mag_AKM_30Rnd,			M,		220,	110
		Mag_AKM_Palm30Rnd,		M,		220,	110
		Mag_AKM_Drum75Rnd,		M,		480,	220
		Mag_AK101_30Rnd,		M,		220,	110
		Mag_AK74_30Rnd,			M,		220,	110
		Mag_AK74_45Rnd,			M,		300,	150
		Mag_M14_10Rnd,			M,		220,	110
		Mag_M14_20Rnd,			M,		250,	125
		Mag_STANAG_30Rnd,		M,		220,	110
		Mag_STANAGCoupled_30Rnd,M,		480,	220
		Mag_STANAG_60Rnd,		M,		480,	220
		Mag_CMAG_10Rnd,			M,		120,	60
		Mag_CMAG_20Rnd,			M,		180,	80
		Mag_CMAG_30Rnd,			M,		220,	110
		Mag_CMAG_40Rnd,			M,		300,	150
		Mag_VSS_10Rnd,			M,		220,	110
		Mag_VAL_20Rnd,			M,		220,	110
		Mag_SVD_10Rnd,			M,		250,	125
		Mag_Scout_5Rnd,			M,		220,	110
		Mag_CZ550_10Rnd,		M,		220,	110
		Mag_308WinSnaploader_2Rnd,		M,		250,	125
		Mag_Vikhr_30Rnd,		M,		480,	220
		
	<Category> Handguards
		MP5_PlasticHndgrd,		*,		100,	50
		MP5_RailHndgrd,			*,		150,	75
		AK74_Hndgrd,			*,		150,	75
		AK_WoodHndgrd,			*,		200,	100
		AK_RailHndgrd,			*,		200,	100
		AK_PlasticHndgrd,		*,		200,	100
		M4_PlasticHndgrd,		*,		150,	75
		M4_RISHndgrd,			*,		200,	100
		M4_MPHndgrd,			*,		200,	100

	<Category> Buttstocks
		MP5k_StockBttstck,		*,		100,	50
		PP19_Bttstck,			*,		100,	50
		Fal_OeBttstck,			*,		100,	50
		Fal_FoldingBttstck,		*,		150,	75
		Saiga_Bttstck,			*,		150,	75
		AKS74U_Bttstck,			*,		150,	75
		AK74_WoodBttstck,		*,		150,	75
		AK_PlasticBttstck,		*,		100,	50
		AK_WoodBttstck,			*,		150,	75
		AK_FoldingBttstck,		*,		250,	125
		M4_OEBttstck,			*,		150,	75
		M4_CQBBttstck,			*,		150,	75
		M4_MPBttstck,			*,		150,	75
	
	<Category> Optics
		M4_CarryHandleOptic,	*,		150,	60
		PistolOptic,			*,		150,	60
		BUISOptic,				*,		150,	60
		FNP45_MRDSOptic,		*,		250,	100
		ACOGOptic,				*,		300,	120
		ACOGOptic_6x,			*,		300,	120
		M68Optic,				*,		500,	200
		M4_T3NRDSOptic,			*,		500,	200
		KobraOptic,				*,		600,	250
		KashtanOptic,			*,		700,	300
		PUScopeOptic,			*,		900,	500
		HuntingOptic,			*,		1000,	550
		PSO1Optic,				*,		1100,	600	
		PSO11Optic,				*,		1400,	840
		KazuarOptic,			*,		2200,	1400
		StarlightOptic,			*,		2200,	1400
	
	<Category> Supressors
		PistolSuppressor,		*,		150,	75
		AK_Suppressor,			*,		250,	125
		M4_Suppressor,			*,		250,	125
		
	<Category> Compensators
		Mosin_Compensator,		*,		150,	75
		MP5_Compensator,		*,		200,	100

	<Category> Bayonets
		Mosin_Bayonet,			*,		100,	60
		M9A1_Bayonet,			*,		150,	75
		AK_Bayonet,				*,		150,	75
		SKS_Bayonet,			*,		100,	60
		
	<Category> Flashlights
		Universallight,			*,		120,	60
	
	
<Trader> Clothing Trader
		<Category>MMG NBC gear
		MMG_nbc_pouch,		                    	*,		5000,		500

		<Category>MMG goggles
		mmg_tac_goggles_red_green,		                    	*,		5000,		500
		mmg_tac_goggles_red_black,		                    	*,		5000,		500
		mmg_tac_goggles_red_tan,		                    	*,		5000,		500

		<Category>MMG Armored Helmet/Visor
		mmg_armored_helmet_green,		                    	*,		5000,		500
		mmg_armored_helmet_black,		                    	*,		5000,		500
		mmg_armored_helmet_tan,		                    	*,		5000,		500
		mmg_armored_helmet_visor_tan,		                    	*,		5000,		500
		mmg_armored_helmet_visor_black,		                    	*,		5000,		500
		mmg_armored_helmet_visor_green,		                    	*,		5000,		500


		<Category>MMG Sniper Boonie
		mmg_boonie_green,		                    	*,		5000,		500
		mmg_boonie_black,		                    	*,		5000,		500
		mmg_boonie_tan,		                    	*,		5000,		500
		mmg_boonie_erdl,		                    	*,		5000,		500
		mmg_boonie_multicam,		                *,		5000,		500
		mmg_boonie_multicamblack,		                *,		5000,		500
		mmg_boonie_alpine,		                    	*,		5000,		500
		mmg_boonie_dark_woodland,		                *,		5000,		500
		mmg_boonie_ucp,		                    	*,		5000,		500
		mmg_boonie_multicam_tropic,		                   *,		5000,		500


		<Category>MMG Chest Rig
			mmg_chestrig_green, *,   2500,  1000
			mmg_chestrig_black, *,   2500,  1000
			mmg_chestrig_tan, *,   2500,  1000
			mmg_chestrig_erdl, *,   2500,  1000
			mmg_chestrig_multicam, *,   2500,  1000
			mmg_chestrig_multicamblack, *,   2500,  1000
			mmg_chestrig_alpine, *,   2500,  1000
			mmg_chestrig_dark_woodland, *,   2500,  1000
			mmg_chestrig_ucp, *,   2500,  1000
			mmg_chestrig_multicam_tropic, *,   2500,  1000
			mmg_chestrig_atacs, *,   2500,  1000
		
		<Category>MMG Plate Carriers
			MMG_JPC_Vest_Black, *,   5000,  1000
			MMG_JPC_Vest_olive, *,   5000,  1000
			MMG_JPC_Vest_tan, *,   5000,  1000
			MMG_JPC_Vest_multicam, *,   5000,  1000
			MMG_JPC_Vest_alpine, *,   5000,  1000
			MMG_JPC_Vest_erdl, *,   5000,  1000
			MMG_JPC_Vest_multicamblack, *,   5000,  1000
			MMG_JPC_Vest_multicam_tropic, *,   5000,  1000
			MMG_JPC_Vest_ucp, *,   5000,  1000
			MMG_JPC_Vest_dark_woodland, *,   5000,  1000
			MMG_JPC_Vest_atacs, *,   5000,  1000
			
		<Category>MMG Tactical-TEC Vest
			MMG_tt_vest_black, *,   5000,  1000
			MMG_tt_vest_green, *,   5000,  1000
			MMG_tt_vest_tan, *,   5000,  1000
			MMG_tt_vest_mutlicam, *,   5000,  1000
			MMG_tt_vest_alpine, *,   5000,  1000
			MMG_tt_vest_erdl, *,   5000,  1000
			MMG_tt_vest_multicamblack, *,   5000,  1000
			MMG_tt_vest_dark_woodland, *,   5000,  1000
			MMG_tt_vest_ucp, *,   5000,  1000
			MMG_tt_vest_police, *,   5000,  1000
			MMG_tt_vest_multicam_tropic, *,   5000,  1000
			MMG_tt_vest_atacs, *,   5000,  1000
			MMG_tt_vest_admin, *,   -1,  150000
			
		<Category>MMG MK-III Armor
			MMG_MK_III_Armor_black, *,   15000,  2000
			MMG_MK_III_Armor_green, *,   15000,  2000
			MMG_MK_III_Armor_tan, *,   15000,  2000
			MMG_MK_III_Armor_multicamblack, *,   15000,  2000
			MMG_MK_III_Armor_multicam, *,   15000,  2000
			MMG_MK_III_Armor_erdl, *,   15000,  2000
			MMG_MK_III_Armor_alpine, *,   15000,  2000
			MMG_MK_III_Armor_dark_woodland, *,   7500,  2000
			MMG_MK_III_Armor_ucp, *,   15000,  2000
			MMG_MK_III_Armor_multicam_tropic, *,   15000,  2000
			MMG_MK_III_Armor_atacs, *,   15000,  2000
			
		
		<Category>MMG Pouches
			MMG_Mag_Pouch_Black,  *, 2500,  500
			MMG_Mag_Pouch_olive,  *, 2500,  500
			MMG_Mag_Pouch_tan,  *, 2500,  500
			MMG_Mag_Pouch_multicam,  *, 2500,  500
			MMG_Mag_Pouch_alpine,  *, 2500,  500
			MMG_Mag_Pouch_erdl,  *, 2500,  500
			MMG_Mag_Pouch_dark_woodland,  *, 2500,  500
			MMG_Mag_Pouch_ucp,  *, 2500,  500
			MMG_Mag_Pouch_multicam_tropic,  *, 2500,  500
			MMG_Mag_Pouch_multicamblack,  *, 2500,  500
			MMG_Mag_Pouch_atacs,  *, 2500,  500
			
			MMG_double_magpouch_black,  *, 3500,  500
			MMG_double_magpouch_green,  *, 3500,  500
			MMG_double_magpouch_tan,  *, 3500,  500
			MMG_double_magpouch_multicam,  *, 3500,  500
			MMG_double_magpouch_atacs,  *, 3500,  500
			MMG_double_magpouch_alpine,  *, 3500,  500
			MMG_double_magpouch_erdl,  *, 3500,  500
			MMG_double_magpouch_multicamblack,  *, 3500,  500
			MMG_double_magpouch_dark_woodland,  *, 3500,  500
			MMG_double_magpouch_ucp,  *, 3500,  500
			MMG_double_magpouch_multicam_tropic,  *, 3500,  500
			MMG_double_magpouch_atacs,  *, 3500,  500
			
			MMG_triple_magpouch_multicam_tropic,  *, 3500,  500
			MMG_triple_magpouch_dark_woodland,  *, 3500,  500
			MMG_triple_magpouch_alpine,  *, 3500,  500
			MMG_triple_magpouch_green,  *, 3500,  500
			MMG_triple_magpouch_erdl,  *, 3500,  500
			MMG_triple_magpouch_ucp,  *, 3500,  500
			MMG_triple_magpouch_multicamblack,  *, 3500,  500
			MMG_triple_magpouch_tan,  *, 3500,  500
			MMG_triple_magpouch_multicam,  *, 3500,  500
			MMG_triple_magpouch_black,  *, 3500,  500
			MMG_triple_atacs,  *, 3500,  500
			
			MMG_multiple_magpouch_black,  *, 2500,  500
			MMG_multiple_magpouch_green,  *, 2500,  500
			MMG_multiple_magpouch_tan,  *, 2500,  500


			MMG_Med_Pouch_black,  *, 2500,  500
			MMG_Med_Pouch_multicam,  *, 2500,  500
			MMG_Med_Pouch_Olive,  *, 2500,  500
			MMG_Med_Pouch_alpine,  *, 2500,  500
			MMG_Med_Pouch_erdl,  *, 2500,  500
			MMG_Med_Pouch_multicamblack,  *, 2500,  500
			MMG_Med_Pouch_dark_woodland,  *, 2500,  500
			MMG_Med_Pouch_ucp,  *, 2500,  500
			MMG_Med_Pouch_multicam_tropic,  *, 2500,  500
			MMG_Med_Pouch_atacs,  *, 2500,  500
			
			mmg_dump_pouch_black,  *, 2500,  500
			mmg_dump_pouch_green,  *, 2500,  500
			mmg_dump_pouch_tan,  *, 2500,  500
			
			MMG_ammo_pouch_black,  *, 2500,  500
			MMG_ammo_pouch_olive,  *, 2500,  500
			MMG_ammo_pouch_multicam,  *, 2500,  500
			MMG_ammo_pouch_tan,  *, 2500,  500
			MMG_ammo_pouch_alpine,  *, 2500,  500
			MMG_ammo_pouch_erdl,  *, 2500,  500
			MMG_ammo_pouch_multicamblack,  *, 2500,  500
			MMG_ammo_pouch_dark_woodland,  *, 2500,  500
			MMG_ammo_pouch_ucp,  *, 2500,  500
			MMG_ammo_pouch_multicam_tropic,  *, 2500,  500
			MMG_ammo_pouch_atacs,  *, 2500,  500
			
			MMG_tactical_pouch_tan,  *, 2500,  500
			MMG_tactical_pouch_black,  *, 2500,  500
			MMG_tactical_pouch_green,  *, 2500,  500
			MMG_tactical_pouch_alpine,  *, 2500,  500
			MMG_tactical_pouch_erdl,  *, 2500,  500
			MMG_tactical_pouch_multicamblack,  *, 2500,  500
